20443.2261303  0.00519902706459
36330.6436045  0.00371240492645
66001.3126906  0.00262499517393
102930.388788  0.00228002779815
136558.434037  0.002049534767
167078.491178  0.00221921933516
204548.086946  0.00267422107255
242442.376742  0.00375776997027
276958.418594  0.00484151191074
314119.145979  0.0048393884406
347824.408324  0.00472317671132
384830.701517  0.00449249063743
425292.459751  0.00437589282267
458997.722096  0.00425968109339
492741.592989  0.00420061001506
529825.103278  0.00408420524304
