2.9100e+04 4.5380e-03
6.5200e+04 3.2110e-03
1.0370e+05 2.6070e-03
1.4300e+05 2.2920e-03
1.8250e+05 2.0760e-03
2.2330e+05 1.9140e-03
2.6580e+05 1.8960e-03
3.3140e+05 2.3570e-03
4.0240e+05 3.1020e-03
4.7390e+05 3.4280e-03
5.4910e+05 4.8310e-03
6.2440e+05 4.7020e-03
7.0010e+05 4.5450e-03
8.0250e+05 4.2440e-03
8.8950e+05 3.9430e-03
9.5850e+05 3.6390e-03
1.0180e+06 3.3460e-03
1.0670e+06 3.0340e-03
1.1080e+06 2.6920e-03
1.1280e+06 2.2680e-03
